run_id,transform,condition,severity,accuracy,balanced_accuracy,f1,recall_sensitivity,specificity,ece,auroc,auprc
simclr_resnet18_phash_e25_finetune_50pct_e10,downsample_160,downsample,160.0,0.6123348017621145,0.5574712643678161,0.7435470441298918,1.0,0.11494252873563218,0.31846021541527336,0.9956172529636638,0.9974391516173529
simclr_resnet18_phash_e25_finetune_50pct_e10,downsample_96,downsample,96.0,0.5645059786028949,0.5028735632183908,0.7207425343018563,1.0,0.005747126436781609,0.41462444321324504,0.9920968966804392,0.9955725914390152
simclr_resnet18_phash_e25_finetune_50pct_e10,downsample_48,downsample,48.0,0.5619886721208307,0.5,0.7195809830781628,1.0,0.0,0.42278024563630323,0.9818672690530434,0.9888355149480866
simclr_resnet18_phash_e25_finetune_50pct_e10,gaussian_noise_0.02,gaussian_noise,0.02,0.9893014474512272,0.989213679834215,0.9904761904761905,0.9899216125419933,0.9885057471264368,0.012839622207515947,0.9987836428929991,0.9990901419866631
simclr_resnet18_phash_e25_finetune_50pct_e10,gaussian_noise_0.05,gaussian_noise,0.05,0.6985525487728131,0.7318029115341546,0.6335118592195869,0.46360582306830905,1.0,0.22915740115718725,0.9914227516700777,0.9943718046261238
simclr_resnet18_phash_e25_finetune_50pct_e10,gaussian_noise_0.10,gaussian_noise,0.1,0.4380113278791693,0.5,0.0,0.0,1.0,0.5617096732185913,0.967467274201645,0.9799544554751173
vit_tiny_patch16_224_phash_e1,clean_resize,clean_resize,0.0,0.9421019509125236,0.948488241881299,0.9456906729634003,0.896976483762598,1.0,0.03855697331271184,0.9986130954679436,0.9991158057814169
vit_tiny_patch16_224_phash_e1,center_crop_zoom_1.05,center_crop,1.05,0.9534298300818125,0.9541291784119139,0.9581447963800905,0.948488241881299,0.9597701149425287,0.028969242172281043,0.9873054793991582,0.9901900535427626
vit_tiny_patch16_224_phash_e1,center_crop_zoom_1.15,center_crop,1.15,0.9181875393329137,0.9107296855491627,0.9302575107296137,0.9708846584546472,0.8505747126436781,0.046178413414442974,0.9793766330720419,0.9848922722071869
vit_tiny_patch16_224_phash_e1,center_crop_zoom_1.30,center_crop,1.3,0.8672120830711139,0.8511137068643729,0.8925114620478859,0.9809630459126539,0.7212643678160919,0.09353475412211004,0.975241662483428,0.9822526888131138
vit_tiny_patch16_224_phash_e1,low_contrast_0.75,low_contrast,0.75,0.906859660163625,0.9171332586786114,0.9096459096459096,0.8342665173572228,1.0,0.03938992016640987,0.9986581457311657,0.9991517305617391
vit_tiny_patch16_224_phash_e1,low_contrast_0.55,low_contrast,0.55,0.8439269981120201,0.8611422172452408,0.8387516254876463,0.7222844344904815,1.0,0.07390622605183089,0.9978504588691096,0.9985971847346093
vit_tiny_patch16_224_phash_e1,low_contrast_0.35,low_contrast,0.35,0.7778477029578351,0.8023516237402015,0.7536636427076064,0.6047032474804032,1.0,0.12313941061817668,0.9945939684133298,0.9964715074012153
vit_tiny_patch16_224_phash_e1,high_contrast_1.25,high_contrast,1.25,0.9251101321585903,0.9333706606942889,0.9286142771445711,0.8667413213885778,1.0,0.04627832664690297,0.9987192853741103,0.9991766695079124
vit_tiny_patch16_224_phash_e1,high_contrast_1.50,high_contrast,1.5,0.8892385147891756,0.9014557670772676,0.8906832298136645,0.8029115341545353,1.0,0.06409110848509307,0.9989863690774994,0.9993626873783794
vit_tiny_patch16_224_phash_e1,high_contrast_2.00,high_contrast,2.0,0.8332284455632474,0.8516237402015677,0.8257725180802103,0.7032474804031354,1.0,0.11556458317207247,0.9985776988325545,0.999137017903365
vit_tiny_patch16_224_phash_e1,blur_radius_0.5,blur,0.5,0.9578351164254248,0.9624860022396416,0.9610238510762071,0.9249720044792833,1.0,0.02276461701832469,0.9985680452047213,0.9991119079542422
vit_tiny_patch16_224_phash_e1,blur_radius_1.5,blur,1.5,0.9836375078665828,0.9819557606415157,0.9855875831485588,0.9955207166853304,0.9683908045977011,0.019997523479110033,0.9981078889446654,0.9988392048151953
vit_tiny_patch16_224_phash_e1,blur_radius_3.0,blur,3.0,0.9144115796098174,0.9029327721357686,0.928944618599791,0.9955207166853304,0.8103448275862069,0.0385789897222813,0.9945360466463297,0.99645502902571
vit_tiny_patch16_224_phash_e1,downsample_160,downsample,160.0,0.9754562617998741,0.9781634938409854,0.9776760160274757,0.9563269876819709,1.0,0.009780580944438419,0.9985551737009435,0.9991254745263052
vit_tiny_patch16_224_phash_e1,downsample_96,downsample,96.0,0.9899307740717432,0.9897735902485487,0.9910414333706606,0.9910414333706606,0.9885057471264368,0.014670679508572919,0.9981561570838321,0.9988940105755996
vit_tiny_patch16_224_phash_e1,downsample_48,downsample,48.0,0.933291378225299,0.9244844962736997,0.9437367303609342,0.9955207166853304,0.853448275862069,0.03818795600067299,0.9955368060650526,0.9971101933488529
vit_tiny_patch16_224_phash_e1,gaussian_noise_0.02,gaussian_noise,0.02,0.9383259911894273,0.9451287793952967,0.9419431279620853,0.8902575587905935,1.0,0.03920216739995967,0.9985165591896101,0.9990495549398284
vit_tiny_patch16_224_phash_e1,gaussian_noise_0.05,gaussian_noise,0.05,0.9238514789175583,0.9322508398656215,0.9273273273273274,0.864501679731243,1.0,0.04697569462710301,0.9983347491987489,0.9988556721615724
vit_tiny_patch16_224_phash_e1,gaussian_noise_0.10,gaussian_noise,0.1,0.8602894902454373,0.8756998880179172,0.8580562659846548,0.7513997760358343,1.0,0.09177394651401848,0.9975302802126371,0.9982860022730449
