run_id,clean_accuracy,mean_corruption_accuracy,worst_corruption_accuracy,mean_accuracy_degradation,worst_accuracy_degradation,mean_corruption_auroc,worst_corruption_auroc,blur_mean_accuracy,blur_worst_accuracy,center_crop_mean_accuracy,center_crop_worst_accuracy,downsample_mean_accuracy,downsample_worst_accuracy,gaussian_noise_mean_accuracy,gaussian_noise_worst_accuracy,high_contrast_mean_accuracy,high_contrast_worst_accuracy,low_contrast_mean_accuracy,low_contrast_worst_accuracy
convnext_tiny_phash_e1,0.8269351793580868,0.8153625620585973,0.6022655758338578,0.011572617299489552,0.22466960352422904,0.9410895406160302,0.8640350877192983,0.8514789175582127,0.8426683448709881,0.7952590727921125,0.788546255506608,0.8560939794419969,0.8477029578351164,0.8088944829032935,0.7942101950912523,0.8837843507447033,0.8735053492762744,0.6966645689112649,0.6022655758338578
efficientnet_b0_phash_e1,0.9634990560100692,0.8021467030277604,0.47954688483322844,0.16135235298230888,0.4839521711768408,0.874886346409351,0.4323522029578716,0.7327459618208517,0.5827564505978603,0.8088944829032935,0.7363121460037759,0.7155443675267463,0.5374449339207048,0.6224040276903713,0.47954688483322844,0.986993916509335,0.9823788546255506,0.946297461715964,0.9043423536815607
resnet18_phash_e1,0.9924480805538074,0.798265855534578,0.5619886721208307,0.19418222501922944,0.4304594084329767,0.9788028232213369,0.8138450721447787,0.6868051185231802,0.5645059786028949,0.7679882525697505,0.6916299559471366,0.6228235787707154,0.5619886721208307,0.7677784770295784,0.5651353052234109,0.9830081812460666,0.973568281938326,0.9611915250681772,0.9238514789175583
simclr_resnet18_phash_e25_finetune_50pct_e10,0.9704216488357458,0.7397035172365568,0.4380113278791693,0.23071813159918897,0.5324103209565765,0.9862586864773414,0.9361412518824576,0.6238724564715754,0.5619886721208307,0.7310677574994756,0.6828193832599119,0.5796098174952801,0.5619886721208307,0.7086217747010698,0.4380113278791693,0.9834277323264108,0.9767149150409062,0.8116215649255297,0.6211453744493393
vit_tiny_patch16_224_phash_e1,0.9421019509125236,0.9106705824767499,0.7778477029578351,0.031431368435773654,0.16425424795468846,0.994841744861052,0.975241662483428,0.9519614013006082,0.9144115796098174,0.9129431508286133,0.8672120830711139,0.9662261380323054,0.933291378225299,0.9074889867841409,0.8602894902454373,0.882525697503671,0.8332284455632474,0.8428781204111601,0.7778477029578351
