run_id,clean_accuracy,mean_corruption_accuracy,worst_corruption_accuracy,mean_accuracy_degradation,worst_accuracy_degradation
vit_tiny_patch16_224_phash_e1,0.9421019509125236,0.91067058247675,0.7778477029578351,0.0314313684357736,0.1642542479546884
convnext_tiny_phash_e1,0.8269351793580868,0.8153625620585973,0.6022655758338578,0.0115726172994895,0.224669603524229
efficientnet_b0_phash_e1,0.9634990560100692,0.8021467030277604,0.4795468848332284,0.1613523529823088,0.4839521711768408
resnet18_phash_e1,0.9924480805538074,0.798265855534578,0.5619886721208307,0.1941822250192294,0.4304594084329767
simclr_resnet18_phash_e25_finetune_50pct_e10,0.9704216488357458,0.7397035172365568,0.4380113278791693,0.2307181315991889,0.5324103209565765
