run_id,accuracy,auroc,auprc,f1,ece
resnet18_supervised_phash_e1,0.9924480805538074,0.9993918214464996,0.9996081596666616,0.9932960893854748,0.0182895815760447
efficientnet_b0_supervised_phash_e1,0.9634990560100692,0.997232626687776,0.9982072282595414,0.9680616740088106,0.026609779160801
vit_tiny_patch16_224_supervised_phash_e1,0.9421019509125236,0.9986130954679436,0.9991158057814168,0.9456906729634004,0.0385569733127118
convnext_tiny_supervised_phash_e1,0.8269351793580868,0.9565458032461932,0.9683515667055912,0.8226950354609929,0.0445585407673036
